Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2006,North,Heart Disease,2335.19,122.88,10.58,69.97,72.98,8.42,0.27,89.07,60,28,36.85,5442,4.26,6041473,1.03,30.47
India,2011,Central,Malaria,2775.08,1748.8,3.59,95.26,54.01,11.49,2.89,74.18,70,20,32.35,3975,3.85,118389241,1.1,20.95
India,2020,North,Tuberculosis,4601.31,810.96,14.35,59.9,26.67,3.78,0.25,88.89,57,31,33.24,6708,3.5,165957851,0.85,19.84
India,2003,West,HIV/AIDS,368.12,94.42,7.74,71.33,42.83,10.54,2.29,76.02,73,22,30.13,2806,3.03,142813304,0.88,26.45
India,2015,North,Asthma,1802.83,185.13,7.44,42.89,52.56,10.28,4.03,88.18,63,24,27.06,5281,2.83,80792925,1.08,31.29
India,2001,South,Heart Disease,4851.16,191.18,14.04,83.82,87.33,2.5,3.47,65.49,56,26,40.69,7233,4.85,64811357,0.89,25.77
India,2012,Central,COVID-19,4405.48,1568.39,9.46,63.45,40.48,10.04,3.88,60.05,61,34,44.99,5569,4.89,91933846,0.86,13.33
India,2012,South,HIV/AIDS,802.8,1825.49,14.32,79.36,29.42,5.43,6.88,41.88,56,28,36.98,5982,3.94,55907082,1.08,25.73
India,2002,West,COVID-19,1175.59,1123.49,17.73,73.03,75.53,12.17,3.21,43.99,60,20,41.2,7025,3.93,33947674,1.04,29.04
India,2021,Central,Tuberculosis,3480.73,1245.45,8.41,57.11,85.58,11.11,1.11,50.56,74,25,39.99,2172,3.42,193470058,1.0,30.66
India,2016,Central,Heart Disease,1064.88,1643.77,15.26,50.19,77.37,11.07,6.48,60.24,60,33,41.41,5282,4.47,112756338,0.98,21.46
India,2012,North,COVID-19,1560.35,577.08,14.15,48.52,78.08,4.53,6.05,76.9,62,24,26.79,2696,5.86,117184881,0.93,26.48
India,2017,North,COVID-19,727.41,1157.91,13.38,92.98,61.3,1.76,7.59,59.61,63,21,44.2,4007,5.03,100973395,1.06,20.09
India,2019,West,Flu,2215.44,492.81,8.69,43.56,45.21,14.68,3.37,91.37,71,23,46.1,2819,4.32,183366200,0.93,17.41
India,2016,West,Heart Disease,3857.75,1684.55,7.24,78.13,34.65,2.29,5.27,86.21,59,31,25.08,7442,2.22,118819499,0.91,29.8
India,2003,East,Asthma,967.81,1957.04,16.29,62.19,75.64,3.77,1.77,92.53,69,33,49.85,2783,3.55,14780332,1.07,31.12
India,2021,North,Malaria,492.69,440.32,14.28,65.26,76.74,3.49,7.54,74.57,68,31,41.44,6577,3.78,162902221,0.89,26.83
India,2017,West,Malaria,784.49,1023.49,4.45,67.01,91.23,3.92,3.19,49.76,62,27,28.58,7643,5.01,198757396,1.0,13.63
India,2002,West,Flu,373.45,1021.58,16.61,82.5,28.29,10.77,6.71,43.59,59,32,32.62,6053,5.86,13559933,1.01,23.48
India,2011,East,Flu,4846.08,1286.72,4.25,40.32,69.81,13.57,1.48,63.34,60,30,27.89,6392,3.11,45019406,0.86,31.8
India,2006,East,HIV/AIDS,1731.76,1134.98,13.34,56.19,59.82,13.13,2.08,70.39,65,30,33.09,5679,2.58,44984014,0.97,28.97
India,2003,Central,Heart Disease,696.75,1215.67,16.56,66.62,72.75,3.98,2.15,82.47,55,33,35.16,6138,5.79,4757754,0.89,10.24
India,2015,South,Asthma,3917.9,57.26,10.57,89.9,97.29,9.48,6.63,99.69,56,35,35.09,2399,3.36,135871729,1.02,27.69
India,2003,West,Heart Disease,782.54,1354.05,9.24,55.47,88.88,14.08,3.65,34.15,66,28,34.53,5292,5.04,84233430,1.07,13.03
India,2022,East,Malaria,1188.53,208.96,19.73,83.47,48.38,11.93,6.27,57.27,74,29,26.06,4053,5.47,140616247,1.06,16.07
India,2014,Central,Asthma,4122.74,1433.98,5.89,53.32,86.13,7.84,3.08,42.65,71,30,49.06,4004,3.17,166426460,0.97,24.9
India,2023,South,Diabetes,4850.27,1006.93,6.16,52.12,27.64,5.28,3.13,37.66,67,35,39.83,5507,2.06,114159111,0.95,33.72
India,2000,East,HIV/AIDS,140.66,549.94,12.99,91.87,37.71,5.42,5.85,99.5,75,31,48.21,6239,5.47,80510408,1.02,23.4
India,2021,Central,Asthma,2778.01,991.63,18.4,87.44,77.66,7.98,5.34,35.97,66,22,37.99,6822,3.95,48941645,0.99,14.98
India,2003,West,Cancer,2427.01,1211.89,2.1,65.54,77.01,10.45,6.35,51.23,70,27,48.41,5427,4.07,8069599,1.02,14.87
India,2017,East,Cancer,1646.16,1047.91,16.54,68.44,60.76,13.44,2.44,77.47,66,28,25.51,4096,4.7,191671783,1.0,32.33
India,2010,South,Flu,2475.91,1209.07,1.16,89.42,77.9,2.8,6.54,67.93,67,30,39.02,2559,4.96,9299669,0.89,25.8
India,2022,West,COVID-19,217.15,550.22,15.07,65.37,34.98,7.66,1.74,49.89,71,21,32.16,4115,5.03,114114695,1.06,16.59
India,2008,South,Tuberculosis,288.61,1418.76,8.37,82.43,98.82,11.42,7.94,42.82,67,22,37.68,3624,4.18,191924589,0.93,18.09
India,2025,Central,Flu,4084.71,1168.83,14.3,76.54,81.91,2.08,3.37,91.0,67,28,40.09,7861,5.97,160604948,0.85,29.11
India,2014,North,Cancer,2375.52,1659.89,10.6,96.44,73.62,9.39,5.52,80.22,60,30,27.5,4664,5.27,36947812,1.06,10.24
India,2013,West,Asthma,3316.64,111.32,7.99,41.06,50.88,13.24,0.98,77.06,68,27,45.61,2510,3.98,34378983,0.95,16.17
India,2025,Central,Diabetes,3660.73,1844.3,7.25,76.68,51.91,6.88,3.86,77.09,67,20,40.52,2000,2.75,135891966,0.99,20.25
India,2019,West,Tuberculosis,2105.35,36.73,15.78,49.22,67.62,9.19,1.92,49.76,64,28,32.31,2160,2.12,124777076,0.85,22.26
India,2025,North,Malaria,2223.29,1351.06,14.04,67.34,69.79,11.04,0.13,49.14,64,23,43.07,6748,5.42,139798891,0.94,13.39
India,2016,East,Flu,3831.96,1891.24,8.18,48.6,24.47,4.42,4.27,74.57,68,34,32.37,3842,5.29,58230714,0.94,19.63
India,2025,South,Cancer,4754.79,306.62,8.34,88.22,99.21,0.6,1.8,53.45,56,24,37.41,7619,4.19,43474537,1.0,20.44
India,2002,Central,Cancer,1987.22,407.67,16.53,95.93,30.86,14.3,5.29,96.54,58,33,25.24,5080,3.36,37719141,1.07,16.59
India,2024,North,Tuberculosis,4231.3,1585.37,13.82,43.6,24.08,6.71,6.67,50.02,57,25,30.37,3174,2.73,26989362,1.08,31.95
India,2017,South,Cancer,3428.91,1482.96,0.37,86.59,61.55,7.99,1.58,59.63,70,33,30.15,7486,2.91,190657798,1.03,26.78
India,2008,West,Heart Disease,3929.43,1482.37,7.92,66.97,34.24,1.16,5.81,85.58,73,26,29.54,2072,4.09,183363200,0.97,30.07
India,2010,North,Heart Disease,2631.71,1213.43,10.37,48.97,97.89,6.94,1.15,89.23,73,32,27.58,2406,3.08,175801706,1.08,29.03
India,2017,Central,Flu,3396.2,182.56,18.35,58.52,91.73,7.03,7.88,56.43,57,30,48.0,2212,3.34,175058873,1.08,23.13
India,2001,Central,Asthma,278.79,1290.79,14.48,63.71,88.53,9.96,3.74,72.14,65,22,44.12,5125,3.17,193489762,1.0,20.26
India,2024,North,Tuberculosis,1754.92,1110.61,18.87,81.71,90.94,3.29,4.84,55.22,74,32,47.0,4657,3.43,66410438,1.02,25.86
India,2002,South,Flu,3114.39,776.63,7.9,95.33,48.75,1.35,5.36,44.22,68,32,39.24,7652,3.83,97349793,1.06,28.25
India,2020,East,Diabetes,4898.75,1942.61,3.46,62.95,85.84,4.85,7.47,40.73,74,32,47.01,3999,3.84,27498819,1.07,31.03
India,2021,Central,Heart Disease,2904.08,1850.77,6.17,87.62,66.89,5.85,0.49,33.07,73,32,33.34,5263,4.05,166392407,0.96,18.98
India,2012,Central,Tuberculosis,3614.16,1707.48,19.96,62.62,79.65,7.36,7.92,65.42,68,22,41.3,6758,5.86,170619678,1.0,33.91
India,2021,North,Malaria,1093.85,1603.55,4.24,48.65,31.83,10.15,3.5,67.34,63,30,38.71,5396,5.9,41819467,0.88,27.05
India,2010,South,Heart Disease,4518.71,746.59,10.03,86.48,62.69,10.64,4.01,37.31,68,33,34.03,2965,5.11,190958565,0.94,12.9
India,2005,East,HIV/AIDS,1249.6,1891.27,18.85,43.38,70.42,10.79,0.62,47.19,68,30,46.42,4559,3.61,14574266,0.87,25.46
India,2015,Central,Cancer,3055.51,1313.22,9.14,56.46,79.06,11.95,7.98,58.8,59,31,39.78,7866,5.83,125863857,1.03,29.05
India,2022,East,Malaria,2167.32,957.96,13.16,65.76,60.44,12.53,3.88,87.44,75,23,44.06,6122,2.03,184142803,1.01,22.33
India,2000,East,Heart Disease,1807.42,1202.05,9.88,81.66,81.23,6.65,3.92,35.96,64,24,34.0,7237,2.79,1656147,0.97,27.51
India,2023,South,Diabetes,4688.22,1605.9,9.57,59.51,85.39,3.27,6.03,97.16,61,31,31.2,2195,3.3,69393476,1.04,13.37
India,2005,Central,Asthma,3187.27,827.27,5.68,45.38,62.01,14.61,5.07,91.92,59,34,43.71,1566,5.02,93665688,1.05,29.23
India,2001,South,Heart Disease,929.85,1553.28,17.5,63.8,51.07,4.09,4.96,34.95,60,21,29.55,1661,5.94,27400992,1.06,26.15
India,2002,West,Malaria,3947.57,1884.08,13.71,52.72,26.76,13.64,2.9,89.65,60,33,48.12,4577,5.34,12433502,0.9,22.57
India,2018,North,Malaria,4625.05,111.67,6.25,51.25,54.1,13.84,7.03,78.11,68,30,26.47,2944,5.52,161503513,0.96,23.08
India,2007,North,Asthma,3209.49,345.11,0.15,58.39,27.81,10.91,3.25,79.33,68,30,28.7,3814,5.6,151666348,0.85,11.4
India,2001,Central,COVID-19,1684.72,1538.56,12.28,98.33,27.37,3.34,1.49,48.71,62,31,43.63,7133,2.74,39331588,1.0,11.09
India,2010,South,HIV/AIDS,4982.22,1394.59,3.37,77.45,77.98,13.3,3.61,61.69,61,32,32.87,2330,3.27,69770533,0.97,26.69
India,2009,West,Heart Disease,1903.01,51.61,7.13,68.51,86.44,9.6,5.94,81.64,74,34,46.43,1888,5.86,146865423,1.02,29.86
India,2020,Central,COVID-19,3223.89,1966.61,15.01,52.81,38.24,10.35,1.76,64.47,73,25,27.32,2939,4.28,163267459,1.02,20.4
India,2020,Central,Asthma,3903.69,226.76,5.33,43.87,26.97,1.12,2.81,55.74,69,29,30.83,7754,3.66,90108416,0.91,28.95
India,2024,East,Tuberculosis,1837.31,79.68,18.23,70.28,54.66,10.29,7.13,92.66,68,21,42.9,4256,4.71,148286891,0.9,34.11
India,2001,South,Tuberculosis,1066.47,1568.46,13.71,61.38,69.71,9.31,3.79,45.26,55,30,30.77,1562,3.48,127568640,1.01,13.87
India,2012,South,HIV/AIDS,4574.45,1088.11,10.67,63.84,37.22,14.66,1.34,50.47,59,26,46.44,5169,2.73,148245327,0.89,17.65
India,2018,South,HIV/AIDS,112.18,1732.25,18.32,77.02,73.64,4.61,5.4,60.51,60,27,32.55,3547,5.8,93313880,1.08,23.77
India,2020,Central,HIV/AIDS,3264.47,1288.82,12.92,55.46,21.71,7.04,7.97,84.92,57,21,47.4,2246,5.52,164412906,1.02,20.49
India,2019,North,Heart Disease,1547.5,1185.6,2.52,52.41,70.23,10.86,4.32,52.63,72,30,47.54,4877,4.18,79468036,0.97,27.84
India,2000,Central,Cancer,2931.36,793.69,11.15,84.66,62.31,5.96,6.82,57.03,58,30,47.26,2139,4.4,33766166,0.94,14.8
India,2011,West,Tuberculosis,3226.01,452.71,18.31,73.44,48.33,7.4,0.23,55.29,58,27,34.4,3624,5.83,109069653,1.09,24.77
India,2004,Central,Asthma,4929.19,454.25,13.03,44.56,64.24,10.63,5.4,48.6,75,24,29.76,2398,3.09,183407489,1.06,31.27
India,2007,Central,Asthma,2041.2,1610.89,14.91,76.42,52.85,5.53,2.84,64.11,74,25,34.45,2240,2.87,49904151,1.06,31.16
India,2018,South,Asthma,1540.71,317.04,11.69,68.16,44.29,2.61,3.63,41.88,71,30,40.46,3851,3.5,53866989,1.03,26.46
India,2005,South,Diabetes,1838.99,925.6,12.74,68.37,41.06,5.07,4.47,75.68,72,31,45.63,4791,4.98,141381203,1.09,14.66
India,2011,East,COVID-19,383.83,558.47,1.63,64.69,62.13,1.88,1.17,90.81,68,31,40.07,7245,5.71,11906303,1.0,15.92
India,2005,North,Diabetes,1525.53,694.17,11.2,59.35,34.13,5.79,4.04,32.09,57,30,48.67,5405,5.15,65254307,0.99,33.46
India,2008,Central,Flu,3593.71,125.32,0.66,78.91,69.95,8.43,2.4,96.22,60,29,41.95,5575,2.23,154457810,0.96,28.7
India,2015,South,Cancer,711.03,660.02,3.67,52.04,61.46,1.22,4.6,62.93,55,20,34.2,7538,2.81,34842712,0.9,12.52
India,2009,Central,HIV/AIDS,538.44,1394.07,14.83,82.7,90.7,8.5,6.37,48.53,69,33,27.68,5372,3.27,114250809,1.03,14.46
India,2004,West,Heart Disease,1655.8,440.56,7.93,57.02,29.39,5.61,3.79,97.0,70,35,31.28,6824,4.63,39425591,1.02,26.46
India,2008,South,Cancer,4536.94,719.2,13.04,77.25,91.38,7.68,2.86,74.88,61,34,34.84,4339,2.91,69640523,0.89,16.44
India,2000,East,COVID-19,3038.96,186.63,4.01,73.6,32.47,0.74,0.51,48.61,70,35,27.94,6626,4.27,97328474,0.9,11.32
India,2007,East,COVID-19,3736.67,350.76,19.69,47.23,21.63,8.72,1.25,94.48,55,26,27.54,4124,3.23,141918176,0.97,22.28
India,2003,North,Cancer,334.28,97.29,18.11,63.92,86.03,11.16,4.01,69.67,68,33,41.78,7074,3.27,104393803,0.98,13.79
India,2003,West,Asthma,4914.14,1357.9,1.09,43.02,76.12,4.68,6.88,95.77,57,32,29.79,4254,3.42,194967961,0.9,25.87
India,2003,West,Flu,4891.37,1917.45,15.1,46.33,77.45,7.67,0.64,93.4,63,29,47.38,5532,3.69,114688866,0.9,13.19
India,2009,South,Asthma,976.88,1034.15,16.54,55.5,74.36,12.23,4.13,77.8,64,20,43.36,7691,4.26,142721546,0.93,27.63
India,2017,Central,Heart Disease,3136.52,1658.07,4.13,53.56,94.62,10.83,7.62,51.62,68,26,26.37,4473,4.22,130861925,0.89,18.97
India,2003,Central,COVID-19,2380.72,749.89,9.71,46.07,75.02,11.26,6.71,88.37,55,32,31.35,2166,5.43,74303566,0.96,11.79
India,2023,East,HIV/AIDS,4928.26,1375.58,11.99,92.14,75.41,7.66,2.45,86.84,70,23,39.99,2686,2.35,90756865,0.96,27.52
India,2011,South,Asthma,4813.55,203.07,14.31,47.89,72.7,2.79,2.61,37.92,67,29,45.47,7788,3.9,143533363,0.95,10.26
India,2003,South,HIV/AIDS,2799.41,1530.37,0.51,95.02,60.17,3.35,5.01,85.59,56,27,46.9,3020,3.98,104453293,0.86,29.51
India,2017,East,Diabetes,2445.96,190.14,17.59,74.08,44.51,8.54,0.38,92.31,64,29,30.15,7365,5.37,52347614,0.95,11.99
India,2003,Central,Cancer,736.62,823.48,6.03,70.78,24.06,11.79,0.48,79.21,71,22,39.61,6073,3.78,30851086,0.9,10.5
India,2001,South,COVID-19,1517.18,280.37,4.86,57.25,79.97,7.84,2.24,53.64,57,32,33.52,6167,5.03,28535320,1.08,32.13
India,2017,West,HIV/AIDS,268.38,1589.81,16.19,45.39,61.25,13.61,6.67,74.74,71,24,28.58,6357,2.34,124133655,0.94,15.85
India,2011,East,Diabetes,4773.51,1854.09,3.68,55.19,81.14,4.57,7.31,43.09,64,32,31.2,6716,3.54,64196999,1.02,11.8
India,2010,South,Cancer,3655.97,957.71,19.35,67.62,78.16,8.43,5.14,31.47,62,28,49.34,5229,5.08,194375535,1.01,31.12
India,2012,East,HIV/AIDS,4936.54,1099.09,5.99,55.68,41.09,2.43,2.01,61.61,64,23,45.42,2697,2.32,79684659,0.91,29.05
India,2010,West,Heart Disease,819.8,1238.58,17.93,76.53,34.95,10.77,6.07,91.05,62,26,28.03,3117,5.14,44702628,0.9,17.34
India,2009,South,HIV/AIDS,1154.45,1028.17,12.67,44.88,40.9,6.92,7.47,52.34,62,26,33.09,5831,3.13,65496628,1.08,22.19
India,2012,Central,Heart Disease,4736.5,894.03,18.55,64.5,88.26,13.58,3.33,58.52,68,29,35.64,5898,5.05,189597444,0.89,27.19
India,2022,North,Malaria,1727.98,1804.5,18.05,48.72,92.39,6.45,3.7,72.82,55,22,48.34,2025,3.2,158053552,1.06,20.62
India,2003,North,HIV/AIDS,4808.9,553.84,0.32,82.61,77.29,10.38,0.41,99.35,60,32,42.41,7737,2.53,193116792,0.97,17.34
India,2025,Central,Asthma,3071.72,32.85,8.42,54.93,72.88,3.86,3.85,40.68,58,21,26.11,3560,2.71,80839399,0.85,21.87
India,2020,North,Heart Disease,2485.08,1300.08,10.07,40.12,85.45,1.02,7.97,30.38,74,33,48.61,6592,3.18,2254429,0.98,19.1
India,2001,Central,Flu,2892.74,1032.01,18.11,91.06,96.29,4.14,2.76,30.78,72,30,39.12,2334,5.28,121427362,0.87,16.44
India,2020,South,COVID-19,4920.21,233.24,7.17,85.35,93.56,11.25,0.2,46.55,69,32,30.61,4919,5.02,22564885,1.08,28.9
India,2016,West,COVID-19,2282.71,1677.13,16.58,80.64,99.3,10.25,7.15,56.84,66,28,31.63,7840,5.65,191773453,1.01,32.79
India,2005,East,Diabetes,1917.59,70.18,7.13,97.17,20.28,1.45,2.91,52.22,74,29,32.9,3186,4.05,143186967,1.03,31.99
India,2002,Central,Heart Disease,1267.33,885.32,8.98,41.36,60.92,0.77,7.0,53.71,65,32,33.4,4387,2.63,164151580,1.02,28.17
India,2013,West,Cancer,3841.12,1106.31,1.21,91.44,88.43,1.23,7.31,63.21,66,26,31.07,4337,3.39,74077970,1.04,29.76
India,2006,South,HIV/AIDS,2708.12,1263.2,16.65,76.2,87.09,12.03,2.29,31.23,66,23,43.08,5939,3.58,197950340,1.07,21.41
India,2001,South,Cancer,933.19,1296.31,11.79,60.79,53.13,2.32,0.31,35.07,58,30,29.36,5988,4.72,195003554,1.06,15.04
India,2009,West,COVID-19,3501.34,1034.49,8.7,91.12,26.9,4.13,3.16,92.34,64,30,41.47,6618,3.82,52683847,0.9,18.97
India,2017,South,COVID-19,1590.61,609.94,7.46,70.08,64.18,10.14,2.26,59.18,73,28,35.22,3187,4.88,145625622,0.86,10.33
India,2005,East,Flu,3528.43,1913.44,3.72,75.67,52.76,13.38,7.01,31.98,70,35,48.49,4977,5.6,76060004,1.09,14.62
India,2019,South,Diabetes,4498.54,1512.18,1.84,43.49,38.84,8.88,4.75,34.96,55,29,37.67,3583,3.58,162342426,0.99,21.2
India,2009,Central,Heart Disease,2415.65,1398.05,11.43,69.13,38.96,6.16,6.61,30.49,64,26,41.74,6602,5.85,140433247,0.95,24.65
India,2011,East,Malaria,4337.48,1889.91,1.78,42.38,78.75,9.52,7.08,36.65,61,27,48.47,4684,5.87,33615243,1.05,27.08
India,2005,Central,Flu,1538.54,490.45,12.57,60.04,25.12,6.69,3.36,37.29,58,33,25.57,7497,2.68,174196648,0.91,19.71
India,2010,East,COVID-19,857.51,1944.19,18.04,50.91,74.76,1.21,7.81,57.54,70,32,31.96,3076,5.2,5916151,0.86,34.4
India,2020,East,Tuberculosis,1760.86,1254.46,12.4,66.68,44.79,14.85,0.51,72.61,55,24,33.41,2482,2.35,150910040,0.97,32.75
India,2007,North,Cancer,3128.77,133.92,3.11,98.05,98.97,3.58,3.25,69.6,68,32,38.07,4185,3.27,154876004,0.93,26.3
India,2010,West,Asthma,4187.61,20.76,14.91,92.36,62.64,11.78,0.67,94.41,58,30,35.76,6667,5.77,49836667,1.03,31.22
India,2006,West,Tuberculosis,3887.85,915.13,17.19,43.53,69.53,7.84,1.12,83.8,60,34,38.66,5401,2.7,188841967,0.87,22.94
India,2015,Central,Flu,364.86,1445.46,14.27,63.07,49.88,5.27,4.69,90.44,63,20,28.99,2303,3.93,93509931,0.98,33.12
India,2024,North,Diabetes,4688.48,1441.44,6.4,45.12,71.34,14.66,3.25,72.43,58,29,37.18,5699,4.3,109255169,1.05,22.69
India,2005,West,COVID-19,1981.56,1055.25,2.16,69.36,35.74,4.65,0.8,89.92,61,22,30.74,3776,2.61,11248916,1.05,18.1
India,2014,West,HIV/AIDS,4393.2,1422.75,5.44,42.92,55.34,3.83,4.97,72.51,69,21,26.37,5845,2.62,195929028,1.06,16.46
India,2005,South,Tuberculosis,82.89,1305.71,8.35,98.67,48.55,2.7,1.12,95.6,68,30,31.48,7757,5.74,5149714,1.04,32.96
India,2013,North,Diabetes,1423.26,1190.94,0.82,79.24,56.84,0.69,1.1,30.7,71,32,30.58,2379,2.16,46814282,0.99,29.78
India,2024,West,HIV/AIDS,3784.0,623.07,13.98,77.22,60.07,13.73,5.28,76.62,69,26,36.43,2796,3.05,75084261,0.96,12.3
India,2005,East,Tuberculosis,2099.71,1296.01,1.65,50.27,28.38,9.44,1.49,83.69,60,34,30.84,5641,2.47,40207140,0.99,10.57
India,2009,East,Malaria,1629.21,675.64,16.2,85.65,54.7,1.96,4.89,41.82,74,22,37.8,6047,2.27,44646458,1.09,15.37
India,2017,South,COVID-19,4838.53,1712.16,13.66,74.51,33.86,12.14,4.93,80.55,72,28,35.44,2466,5.0,193483551,1.04,20.51
India,2018,West,Diabetes,2530.86,536.96,11.61,78.6,73.84,2.67,4.52,47.61,60,30,39.38,7910,3.02,102088170,1.03,23.85
India,2014,Central,HIV/AIDS,1866.54,429.2,12.92,91.71,69.98,3.41,5.95,46.19,74,34,28.9,6887,3.02,154472117,1.09,25.05
India,2022,South,Flu,2137.18,23.14,16.82,53.83,82.87,11.05,3.34,32.36,69,21,48.42,7614,4.79,22058218,1.1,24.99
India,2025,East,Flu,2751.23,1300.78,17.98,58.42,31.78,5.89,6.8,70.56,58,26,35.53,1757,3.32,19920760,1.01,21.14
India,2023,Central,HIV/AIDS,207.32,31.71,19.57,81.57,73.02,0.67,1.35,45.91,57,33,36.87,7687,4.38,43991659,0.97,34.72
India,2019,West,Flu,4873.37,994.74,2.16,44.64,96.06,3.85,4.14,54.12,60,33,47.49,3334,3.6,110093495,0.95,27.12
India,2004,Central,Malaria,4838.73,89.89,8.11,73.14,90.77,14.99,4.3,42.28,66,20,41.83,6026,2.4,152738613,0.93,12.72
India,2006,North,Heart Disease,146.27,1960.31,19.85,98.01,62.89,4.83,7.67,51.01,65,33,25.35,7349,4.42,25993839,0.98,21.52
India,2010,South,Asthma,1421.26,740.91,18.77,60.86,54.43,11.76,5.42,48.25,55,25,37.27,2212,4.68,155101415,0.95,25.44
India,2025,West,Malaria,2232.6,509.12,8.17,57.8,81.44,0.9,5.07,32.67,63,27,25.32,2926,5.07,116038265,1.03,16.15
India,2025,Central,Malaria,920.79,499.72,12.53,61.09,67.7,4.67,1.71,85.96,63,23,29.54,6113,4.1,50223866,0.94,15.85
India,2006,West,Cancer,284.08,1405.32,2.87,73.58,75.72,11.81,4.02,75.66,74,28,39.56,5236,5.55,57081549,1.08,13.21
India,2011,East,Tuberculosis,2522.31,510.16,3.2,94.51,68.43,8.19,7.52,35.06,68,25,30.81,4604,3.2,63808828,1.08,17.13
India,2024,Central,Malaria,414.4,105.03,1.9,75.34,97.93,5.81,4.13,65.01,61,33,35.05,6884,5.6,96474200,0.96,23.09
India,2019,South,Cancer,3762.0,1792.66,15.98,41.12,69.36,11.31,5.39,49.12,55,22,28.93,1656,4.01,108509677,1.0,19.88
India,2013,North,Asthma,1368.73,931.97,14.88,95.34,62.37,3.14,0.24,37.03,73,21,45.34,1921,5.02,82593662,0.99,14.62
India,2019,East,Malaria,4175.75,1684.71,1.12,52.44,21.45,1.6,0.55,49.21,61,31,41.82,1902,5.12,138336122,1.04,19.55
India,2002,Central,Heart Disease,1597.93,101.75,1.04,59.85,36.1,5.96,0.84,99.81,62,33,42.2,4254,4.25,136404744,1.1,13.6
India,2014,West,Diabetes,3230.85,308.91,14.01,42.24,46.41,5.01,7.59,56.57,69,25,29.83,6297,2.03,138420867,0.98,13.4
India,2010,East,Diabetes,750.23,362.27,16.57,96.68,81.66,11.37,2.42,40.68,69,35,32.28,5948,4.18,102638138,1.02,10.22
India,2013,West,Flu,1305.0,799.63,11.02,86.78,31.61,10.95,4.7,68.05,72,24,34.76,6263,2.11,170747291,1.04,14.15
India,2003,East,Flu,2771.11,1157.3,5.38,60.77,25.78,5.35,4.47,82.04,75,32,42.32,1820,2.32,190536794,1.04,27.12
India,2006,North,HIV/AIDS,1293.53,209.28,9.18,73.72,89.13,13.0,6.49,74.26,69,20,31.38,6772,3.88,55833777,0.96,16.58
India,2025,East,HIV/AIDS,3282.78,1208.11,11.57,44.81,24.87,13.25,5.0,48.49,69,30,34.39,4509,4.87,182917336,0.92,27.53
India,2014,West,Flu,1720.48,475.27,0.24,64.42,85.21,3.33,6.01,32.81,68,27,33.03,4137,2.72,63116861,1.0,28.1
India,2008,Central,Diabetes,4741.49,1625.63,6.36,54.22,57.71,5.29,2.65,31.08,56,28,30.32,7293,2.19,127484011,1.07,17.79
India,2012,North,HIV/AIDS,4835.97,1477.83,12.12,68.9,80.24,4.53,7.56,83.6,69,34,28.38,4442,2.06,155351782,1.01,29.08
India,2011,Central,Heart Disease,2353.43,1132.21,0.65,52.31,44.94,5.32,2.13,70.93,62,30,27.65,6371,4.5,91120672,0.95,18.62
India,2024,South,Flu,2623.71,954.02,12.64,58.0,51.95,12.75,2.65,77.05,59,26,30.08,4338,5.57,136553152,1.05,16.91
India,2005,North,Diabetes,1502.9,935.16,16.76,47.88,46.72,6.99,4.02,62.1,66,20,26.6,7539,2.5,131750602,0.87,10.14
India,2010,South,Tuberculosis,4506.43,1332.13,6.22,96.28,30.05,10.85,2.87,97.97,60,35,35.47,4679,2.01,147015900,1.04,29.46
India,2003,Central,Cancer,2809.13,715.6,12.12,41.17,43.08,10.57,3.71,36.15,72,30,27.02,3881,5.91,130110481,1.07,19.38
India,2011,North,Asthma,3118.34,968.22,16.58,69.0,86.57,1.71,1.05,44.29,61,28,26.24,2812,4.78,90692983,0.94,34.34
India,2000,North,Tuberculosis,2024.75,816.25,6.1,67.14,74.54,4.14,7.87,90.32,75,30,44.28,6165,2.69,151931797,0.86,32.27
India,2002,East,Diabetes,3296.01,1232.97,0.31,51.26,89.01,2.52,6.9,58.45,66,28,43.49,3092,4.39,173808218,1.01,32.77
India,2005,East,Cancer,284.97,1428.24,17.13,65.01,30.23,7.86,7.28,56.76,60,27,40.89,3634,5.23,179367930,0.97,17.27
India,2010,Central,COVID-19,3382.24,130.83,7.67,69.13,67.27,5.02,2.61,79.87,75,29,47.4,5722,4.48,93298770,0.99,24.61
India,2018,West,Flu,2310.46,142.69,10.24,54.87,44.92,2.76,4.37,74.76,68,27,42.0,2658,3.53,196275512,0.93,28.12
India,2022,West,Cancer,2168.37,664.93,2.14,50.67,93.2,6.82,4.83,39.87,59,27,35.22,3332,5.5,186111558,0.88,23.18
India,2003,Central,Asthma,218.11,300.25,6.82,95.79,70.56,11.84,7.74,79.24,72,26,49.78,6420,3.38,166164432,0.97,13.21
India,2003,East,HIV/AIDS,3684.2,1450.02,12.92,60.55,31.79,9.88,2.79,50.12,57,26,26.23,5584,4.55,3917779,1.03,29.25
India,2000,East,Asthma,355.04,1930.67,4.41,75.48,48.54,9.64,6.59,48.11,74,30,32.79,5788,2.71,18442768,0.91,21.67
