Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2001,North,Heart Disease,166.56,12.48,9.48,92.27,76.72,1.37,7.81,78.01,59,26,47.7,5125,4.57,4114343,1.07,13.76
India,2020,Central,Asthma,299.1,1380.97,19.47,51.19,91.24,13.7,7.0,37.11,70,35,32.52,5657,5.97,189821738,0.99,11.1
India,2006,Central,Diabetes,1545.35,37.71,4.88,44.21,34.38,6.25,3.95,76.04,55,34,29.44,4801,3.32,40547786,0.95,13.41
India,2021,Central,HIV/AIDS,4862.19,736.74,1.86,70.86,90.78,9.06,3.28,50.52,56,28,26.27,6870,2.34,27300034,0.87,13.19
India,2000,Central,Heart Disease,3516.6,1586.96,3.31,45.87,36.47,14.74,6.68,68.65,75,25,30.71,3984,3.36,63434396,1.04,23.4
India,2011,North,HIV/AIDS,3978.49,580.71,0.78,54.69,46.53,5.84,3.78,41.91,63,27,29.77,6692,4.48,3739253,0.99,12.74
India,2004,West,Cancer,4858.18,742.53,11.08,79.74,20.12,5.17,6.67,61.32,67,35,36.57,5363,3.89,35928602,1.06,11.2
India,2023,North,Cancer,2190.55,1847.89,6.22,55.33,77.46,10.0,5.78,57.36,62,26,42.34,2771,5.2,174283747,0.88,27.13
India,2006,North,Malaria,2178.71,667.31,6.43,47.08,89.54,9.41,4.49,59.0,55,22,37.52,5707,4.91,26223286,0.95,27.11
India,2014,East,COVID-19,3757.27,565.37,11.03,98.52,73.04,0.9,4.52,30.42,71,23,44.91,1721,4.6,46122779,0.95,17.01
India,2012,Central,Cancer,1222.85,71.22,0.87,65.3,84.97,5.68,6.64,64.04,63,31,31.37,4407,2.13,156096846,0.9,13.73
India,2010,North,Diabetes,1133.27,108.27,17.85,80.89,89.98,4.7,4.38,41.19,64,33,29.81,2924,4.4,9158991,0.97,33.33
India,2001,West,Diabetes,1274.23,1730.83,8.38,87.78,43.13,6.4,3.3,74.9,55,21,33.33,7293,5.5,24139663,1.01,34.43
India,2001,East,Asthma,4095.23,915.75,17.06,61.2,70.93,10.03,7.51,31.93,55,29,29.76,4976,3.61,6869947,0.9,11.58
India,2024,South,COVID-19,2329.08,1743.29,7.76,82.26,95.27,11.58,1.82,32.02,75,30,46.39,2743,4.7,81605270,0.99,33.28
India,2009,South,Malaria,4091.11,1910.5,5.35,79.09,55.14,4.08,5.42,35.52,55,20,25.63,6532,5.36,144330345,0.89,21.46
India,2004,East,Asthma,611.83,1784.11,13.97,70.74,48.33,0.65,2.93,32.13,62,35,35.72,5806,4.29,39856371,0.96,34.81
India,2006,Central,Malaria,2108.95,31.87,0.86,62.94,92.1,8.99,6.07,56.75,72,25,27.75,5910,5.92,159519456,0.92,13.8
India,2023,East,Flu,286.37,1925.16,5.52,74.54,99.73,3.82,2.3,40.84,64,22,43.25,2351,3.8,53964962,0.98,30.78
India,2014,Central,Cancer,2309.3,1548.93,9.21,95.48,45.47,13.93,0.15,55.55,60,28,49.65,4812,2.65,130682029,0.87,25.4
India,2006,North,HIV/AIDS,4312.11,1171.72,16.76,56.07,96.23,8.99,3.88,78.23,67,21,31.74,4139,3.78,174796553,0.93,20.11
India,2022,Central,Diabetes,4403.9,1099.38,15.18,92.62,22.75,12.39,5.18,72.38,75,32,48.56,6499,5.84,195909619,0.97,14.99
India,2005,Central,Cancer,3350.04,41.63,17.18,73.81,35.99,11.81,3.2,97.96,75,32,25.25,2071,5.98,68184720,0.91,29.18
India,2001,East,HIV/AIDS,2807.55,1311.71,14.26,41.44,87.83,1.44,4.97,95.3,69,24,25.72,4131,3.51,20213509,0.91,16.56
India,2018,North,Cancer,1484.32,1656.25,14.78,48.06,26.84,10.21,2.15,74.1,59,24,39.93,1810,5.25,152986158,0.89,22.12
India,2017,Central,COVID-19,1327.1,1052.97,17.89,72.69,64.0,7.74,7.37,36.43,70,31,38.12,4996,3.03,141672424,0.87,17.75
India,2013,East,Diabetes,4724.52,27.13,10.69,83.78,71.18,8.67,5.93,53.9,60,26,34.74,2151,5.19,196773093,0.87,25.33
India,2018,North,COVID-19,1400.19,1396.39,8.55,64.9,38.7,5.31,5.61,99.09,69,33,47.69,5942,2.89,53858734,0.89,11.75
India,2013,East,Tuberculosis,2046.35,1009.96,17.78,83.51,84.55,6.91,6.11,63.83,57,28,40.43,1652,4.71,38214707,0.91,24.63
India,2016,West,Flu,4412.16,1897.82,14.63,87.49,34.31,14.24,5.68,72.06,60,25,44.99,4799,3.9,2016949,1.08,11.93
India,2008,East,HIV/AIDS,2749.7,1516.11,11.93,61.53,71.18,9.86,7.91,99.14,63,22,32.27,5052,2.13,111163926,1.02,33.95
India,2004,Central,Flu,1312.6,1296.08,5.86,66.38,89.02,4.63,7.26,49.68,58,24,31.62,3912,2.54,31933043,0.86,28.4
India,2015,Central,Heart Disease,1764.42,1719.36,12.02,52.8,71.26,0.78,4.98,72.73,73,25,34.02,3571,3.7,148483375,0.88,33.31
India,2015,North,Heart Disease,4176.4,1868.4,11.94,56.1,35.68,3.83,2.43,79.25,59,27,44.96,5028,3.37,149398122,1.03,17.43
India,2015,North,Tuberculosis,3246.58,1379.34,5.92,92.82,78.67,10.75,1.37,31.45,69,27,27.21,6344,3.48,184438292,0.96,16.92
India,2010,North,Asthma,4435.09,1469.92,18.54,44.81,56.13,13.91,1.0,39.87,57,21,49.83,6529,4.94,43505610,1.08,14.45
India,2012,West,Flu,2781.3,301.06,17.22,74.93,56.01,6.33,1.13,61.77,58,30,48.34,5122,4.76,121142801,1.07,21.38
India,2022,East,Diabetes,1692.02,1149.07,4.23,48.48,62.62,1.9,3.3,95.29,58,22,42.1,6052,3.18,158497365,0.93,14.52
India,2010,Central,Flu,3559.34,887.66,12.47,40.5,69.62,9.11,4.18,66.05,67,33,41.11,2673,5.14,180090836,1.03,20.34
India,2021,South,Heart Disease,1987.33,1329.05,10.0,61.35,76.23,8.82,5.74,60.48,64,25,44.38,6699,2.97,8628531,0.91,13.54
India,2019,East,Tuberculosis,2784.65,506.38,14.76,85.04,85.03,5.01,0.61,56.18,58,29,44.33,6765,2.81,111341939,1.05,30.81
India,2021,West,Flu,3705.39,521.04,9.58,64.81,44.22,5.97,7.66,66.43,61,22,47.38,7323,5.71,195151353,1.09,31.74
India,2004,South,COVID-19,4460.51,1383.28,19.04,73.08,48.95,5.52,0.37,97.43,71,21,33.24,7256,2.21,6200174,1.0,34.62
India,2009,North,Asthma,4198.04,1607.41,2.49,93.59,44.6,1.73,3.33,64.67,57,33,30.7,7639,5.47,16449524,1.0,22.05
India,2011,West,Flu,4443.12,167.25,5.51,68.64,56.94,11.18,7.71,30.74,69,25,49.37,4251,2.96,188158843,0.85,13.02
India,2021,West,Cancer,3504.88,1279.08,3.71,53.75,93.26,5.97,0.81,91.89,55,31,45.4,1964,5.08,93894315,0.93,17.98
India,2000,North,Malaria,3063.36,1023.59,11.42,59.39,20.96,5.16,5.78,30.28,73,22,37.39,5971,3.25,115793655,0.92,34.26
India,2009,West,HIV/AIDS,1868.75,1435.77,14.94,92.86,58.3,3.93,4.66,98.07,65,30,36.89,1775,4.35,18169140,1.07,29.54
India,2003,Central,Heart Disease,3827.87,1573.02,1.88,94.56,87.01,6.32,4.84,48.36,69,22,29.42,7841,2.52,42328447,1.08,32.99
India,2008,South,Asthma,3972.53,1410.68,7.61,50.57,61.0,7.61,7.48,86.05,63,27,31.5,6474,2.88,141719037,0.95,25.85
India,2020,North,HIV/AIDS,1643.73,1614.88,3.99,64.16,81.84,11.58,3.54,63.92,57,29,43.67,5566,2.92,98696991,1.01,27.25
India,2017,Central,Malaria,935.87,1041.51,12.0,80.95,24.49,4.41,1.94,82.3,59,35,37.81,7785,4.62,69019888,0.86,34.23
India,2014,North,Heart Disease,2324.19,193.41,3.53,61.14,78.59,1.8,2.54,56.61,70,35,32.44,1728,4.79,61127837,1.07,23.86
India,2005,South,Diabetes,4126.03,501.3,3.32,80.9,59.77,11.03,7.94,94.4,67,25,46.77,5290,4.55,109562925,0.92,11.76
India,2012,North,HIV/AIDS,956.06,1626.13,8.72,50.82,67.17,10.93,0.77,72.9,61,20,44.72,5900,5.3,184090206,1.02,14.25
India,2012,East,Flu,4315.98,961.0,13.11,86.39,95.39,6.03,6.47,98.78,58,26,33.7,6732,3.17,131733851,1.04,30.62
India,2009,East,Cancer,4990.32,1529.34,10.92,51.63,68.11,14.99,1.58,58.01,58,26,35.83,6429,3.97,196445002,1.07,27.62
India,2023,East,Diabetes,1922.23,566.76,17.69,88.49,74.91,0.62,5.27,60.96,67,31,45.4,4208,2.8,139209047,0.99,27.51
India,2009,Central,Heart Disease,2448.38,1766.72,0.65,60.99,26.81,2.78,7.5,99.32,59,23,30.56,4030,3.58,19521991,1.01,19.06
India,2005,North,COVID-19,4601.96,1888.36,2.9,59.46,48.93,4.72,0.65,33.41,57,33,46.53,6873,5.84,43702863,1.07,15.32
India,2024,South,COVID-19,957.92,1189.55,10.05,91.54,67.03,9.67,3.66,95.74,71,24,33.66,3544,3.16,111853519,1.07,29.79
India,2006,West,Cancer,2738.08,1855.09,11.19,88.91,76.09,2.73,2.44,99.42,61,34,41.78,4527,2.55,155595069,1.01,23.77
India,2021,East,Tuberculosis,132.79,650.27,1.44,84.14,55.69,4.82,2.0,38.48,56,23,39.95,5561,4.55,92301437,0.98,14.56
India,2014,North,Diabetes,2066.16,1240.44,8.53,65.95,99.72,11.14,1.84,87.86,70,32,44.14,5837,4.99,44893564,0.86,32.14
India,2018,North,HIV/AIDS,3690.97,1837.09,5.87,93.01,27.66,5.18,7.91,93.99,60,35,26.2,3327,4.3,91812753,1.09,18.3
India,2005,Central,Diabetes,3834.53,1018.4,16.09,45.59,20.66,8.44,3.68,68.47,72,31,44.39,3033,2.44,191519429,1.04,21.5
India,2024,East,Asthma,709.42,447.9,15.67,98.2,63.39,6.94,6.98,57.88,59,24,32.62,3593,5.63,194977999,0.96,27.43
India,2008,Central,Diabetes,4293.52,1226.45,7.08,77.76,89.38,4.99,2.48,50.51,58,25,44.08,5679,5.34,67336710,1.07,16.86
India,2008,North,Cancer,1904.97,502.27,5.37,72.02,73.59,5.45,0.14,42.72,71,25,46.27,4893,4.87,137984792,0.94,12.92
India,2021,East,Malaria,3484.51,1954.59,15.96,79.28,89.99,8.74,7.5,59.83,59,34,44.32,7159,2.01,133496515,1.1,10.65
India,2005,Central,Asthma,2821.2,1498.91,14.32,52.56,75.73,0.82,4.85,33.23,65,20,28.49,2876,3.16,106571211,0.88,15.82
India,2005,Central,Cancer,3051.78,1692.9,4.22,84.29,37.63,3.25,1.67,60.94,61,25,30.21,1822,2.92,145863484,0.92,27.76
India,2024,South,HIV/AIDS,211.34,190.77,18.75,72.64,77.19,14.45,5.14,72.87,58,30,32.71,6736,3.83,57195975,0.96,17.25
India,2013,Central,Asthma,227.1,1617.65,9.71,73.35,96.14,7.78,1.21,53.67,60,21,33.04,2157,4.03,142632106,1.0,20.79
India,2005,West,Diabetes,1049.47,402.75,13.71,91.64,43.23,13.81,6.0,62.04,74,23,44.77,2746,4.05,118871998,0.97,29.69
India,2016,Central,Malaria,4257.73,655.77,17.73,59.69,83.0,13.16,6.82,45.47,55,28,34.37,7439,4.34,23081514,0.87,12.46
India,2004,West,COVID-19,3718.07,1278.91,4.98,91.62,30.18,6.4,0.73,46.62,57,31,34.68,3385,3.86,11636826,0.96,24.37
India,2006,West,Asthma,2823.14,820.44,5.27,76.33,71.18,7.88,1.14,58.95,58,24,45.8,3483,3.53,141441621,1.03,24.87
India,2001,West,Heart Disease,750.39,846.28,2.9,41.81,75.62,14.78,7.47,55.73,69,25,32.62,3399,3.09,143397822,0.94,31.0
India,2010,Central,HIV/AIDS,2357.75,1508.02,3.31,81.06,82.72,3.13,7.67,89.1,65,28,40.71,5161,2.1,35870657,1.07,31.47
India,2000,North,Tuberculosis,706.87,1992.92,16.81,48.28,62.27,9.98,7.25,61.83,60,28,33.01,5607,2.04,157238283,0.94,28.95
India,2000,West,Diabetes,1030.93,337.14,9.57,75.55,47.91,7.82,1.41,80.64,67,28,38.57,2582,5.33,81919171,0.92,24.37
India,2019,South,Asthma,2414.98,1766.22,13.91,60.62,93.94,9.98,3.05,85.71,64,23,37.97,6363,4.34,25635452,1.04,23.67
India,2016,Central,Heart Disease,462.93,681.9,17.95,79.48,91.23,3.33,5.79,73.41,68,30,47.9,3249,2.57,157154871,1.07,27.07
India,2020,West,Asthma,168.86,1575.38,17.08,85.02,68.22,13.12,7.82,86.8,67,33,38.95,2850,2.52,64132824,0.95,16.11
India,2007,South,COVID-19,3242.57,1353.3,7.83,95.27,86.93,13.13,5.23,56.07,62,26,35.51,4925,4.11,96800427,0.87,32.01
India,2006,North,HIV/AIDS,1751.21,1606.21,4.58,75.66,78.07,4.13,5.18,63.56,55,30,30.91,4096,5.37,65543454,0.94,18.23
India,2002,West,Malaria,2942.6,1993.48,17.07,95.49,61.41,8.07,6.24,76.89,64,33,39.29,2962,5.8,124409681,0.94,25.24
India,2000,South,Cancer,1750.86,1488.61,16.47,41.73,92.05,14.01,3.78,49.32,65,22,32.75,1870,4.89,16094541,0.92,25.4
India,2024,Central,Tuberculosis,3348.9,552.42,10.84,57.21,42.62,9.99,5.44,64.08,56,25,43.68,5660,3.41,55988477,0.98,11.25
India,2013,North,Asthma,4822.74,1139.44,1.07,43.03,49.41,2.09,7.68,83.29,71,24,49.12,6774,4.28,58680413,0.94,26.33
India,2005,Central,Heart Disease,1563.07,1135.0,6.58,63.33,25.05,0.8,3.49,32.86,57,32,39.26,2089,3.29,57186548,0.91,17.09
India,2024,Central,Flu,3504.96,1783.42,5.0,46.0,35.42,5.33,6.58,90.23,69,30,29.68,2902,3.54,94630425,0.99,26.31
India,2006,South,Cancer,697.45,1949.75,0.45,94.16,76.59,9.57,1.72,53.15,61,21,42.49,6354,2.38,167161607,0.96,24.48
India,2011,West,Heart Disease,4254.39,1809.56,4.53,50.5,25.09,6.91,3.49,92.68,56,32,32.35,4003,3.56,102055324,1.06,16.08
India,2010,East,Malaria,4988.76,112.74,9.45,41.02,98.15,11.36,6.9,31.16,65,30,36.43,4028,3.12,56282632,0.9,27.85
India,2018,South,COVID-19,4514.38,140.16,19.44,60.62,39.58,1.41,7.99,96.67,55,33,48.9,2066,3.06,19149318,1.02,32.79
India,2020,North,HIV/AIDS,1964.56,218.61,0.49,60.9,20.32,4.97,5.8,47.07,57,26,35.39,6148,3.21,192658599,1.03,14.6
India,2018,East,Diabetes,2770.17,1340.95,7.59,74.42,30.06,6.96,0.87,65.3,61,26,39.4,2443,2.07,89433014,0.94,19.92
India,2014,South,Flu,1908.32,1798.62,16.74,81.93,76.51,6.46,6.1,98.27,65,25,37.14,3438,2.95,48883326,0.99,25.0
India,2005,South,COVID-19,2093.29,1379.86,1.44,82.45,27.62,1.27,3.58,31.78,65,22,45.45,4864,3.8,173210248,0.99,33.92
India,2010,Central,Heart Disease,1412.39,1061.52,15.7,96.37,98.31,13.81,0.52,40.05,66,28,45.85,4189,5.79,153308670,1.01,18.13
India,2017,West,Diabetes,3538.86,547.97,9.12,59.04,45.68,9.8,1.01,41.37,67,32,39.61,1649,2.94,76670706,1.08,23.65
India,2005,Central,Malaria,2520.66,735.16,4.06,92.86,90.42,8.89,3.62,49.35,68,21,45.7,2753,5.42,161128499,0.92,25.34
India,2022,North,Cancer,4142.36,1511.55,11.24,60.02,42.62,6.27,5.31,54.93,58,22,25.17,5589,2.98,36591690,0.85,23.22
India,2021,South,Cancer,4159.65,139.43,9.55,69.58,53.95,10.46,3.0,98.11,73,34,29.76,5157,3.51,70711031,0.99,28.64
India,2016,East,Tuberculosis,4063.06,1841.47,12.82,77.66,92.66,9.92,5.78,68.64,71,33,32.52,7182,5.18,22711391,1.02,14.22
India,2017,West,HIV/AIDS,658.56,538.64,7.2,93.19,85.09,14.99,5.22,68.57,58,32,30.63,7488,5.0,152687287,1.01,27.59
India,2007,West,Malaria,3587.61,879.02,12.49,64.04,29.0,6.9,4.71,70.95,56,32,33.98,6790,5.93,130091950,1.07,33.06
India,2014,North,HIV/AIDS,4273.87,1000.85,12.21,42.76,20.64,5.01,3.67,72.31,73,34,36.82,3757,2.85,123272463,0.88,34.6
India,2021,South,Tuberculosis,2897.06,1479.21,10.57,79.93,42.7,9.05,6.93,83.28,59,26,31.31,1962,2.62,49757412,1.09,26.22
India,2016,North,Malaria,1376.26,824.09,13.7,92.53,92.18,0.52,6.37,40.7,66,21,30.12,2882,4.94,180021296,1.08,28.48
India,2023,West,COVID-19,1490.38,1946.15,10.43,93.39,88.68,7.03,1.62,35.15,59,35,45.38,5067,3.21,87384940,1.02,32.2
India,2013,North,Cancer,1101.64,1474.42,7.26,47.4,57.58,8.56,4.43,84.77,58,34,44.74,2575,5.46,61114852,0.91,28.69
India,2019,Central,Cancer,3446.35,1785.51,14.11,59.13,78.86,11.52,0.67,54.4,56,28,26.79,1874,2.26,145688801,0.97,16.53
India,2011,East,Tuberculosis,4188.49,1470.61,14.92,54.05,60.7,3.13,5.67,73.44,75,35,36.73,4306,4.32,139602850,0.99,10.85
India,2014,Central,Diabetes,2388.83,1468.13,9.79,61.12,23.98,1.72,2.69,40.3,61,23,43.02,6359,4.43,33790583,1.04,30.47
India,2015,East,Asthma,3498.32,1850.58,3.07,74.5,32.46,2.03,5.24,41.95,58,27,44.42,3140,5.44,170886154,0.99,21.42
India,2001,East,Asthma,4731.92,1684.41,4.21,92.87,55.6,3.85,2.83,42.62,57,29,30.37,5184,4.2,61526879,1.09,34.76
India,2006,North,HIV/AIDS,3927.08,124.88,3.63,74.68,93.8,14.03,1.14,82.29,70,26,46.83,1727,3.43,28174905,1.0,18.64
India,2003,West,Cancer,3381.88,1350.58,1.83,94.49,45.63,12.01,3.98,39.27,72,32,38.22,3024,2.47,29623238,0.89,13.12
India,2025,North,Cancer,1362.64,453.71,2.88,67.75,39.27,5.83,7.63,64.0,70,31,46.09,6269,2.16,32634191,0.97,27.3
India,2015,North,Cancer,3670.12,1131.14,10.05,80.03,59.14,5.84,4.88,71.59,67,35,29.3,1764,3.59,69807809,0.87,20.96
India,2003,North,HIV/AIDS,1490.94,143.35,14.37,48.87,21.25,9.24,1.54,38.84,71,25,47.55,2338,5.18,11741915,1.04,18.61
India,2022,East,COVID-19,4041.76,990.83,0.71,54.56,82.8,13.69,1.94,30.6,67,23,48.77,3938,4.15,111716616,0.86,22.29
India,2002,East,Diabetes,2111.63,1051.17,4.49,65.08,72.89,8.66,1.96,48.78,68,29,30.89,3506,3.53,198222311,0.87,30.41
India,2007,Central,Cancer,3338.61,843.72,12.12,48.6,88.33,12.99,0.61,30.4,64,27,38.03,4412,4.87,84200703,1.05,14.85
India,2013,East,Malaria,702.7,475.0,2.78,89.84,52.51,6.59,4.05,33.05,65,34,34.52,6135,5.63,77635700,0.92,21.18
India,2012,South,Diabetes,3350.76,425.8,8.46,64.14,30.64,13.46,3.84,83.52,71,34,32.16,2181,4.91,164935620,0.98,14.24
India,2018,North,COVID-19,3796.47,1705.07,8.58,64.41,61.89,11.45,6.87,67.59,57,25,28.76,7903,2.56,34292512,0.96,15.8
India,2005,South,Diabetes,4475.14,780.98,5.62,81.39,98.59,6.84,2.02,39.46,63,34,27.76,7135,3.16,183798238,1.07,17.21
India,2018,North,Flu,4243.42,849.19,13.79,59.46,96.31,10.16,7.66,61.89,68,33,42.51,4506,4.59,140875534,1.05,34.32
India,2021,North,Cancer,1875.1,1149.95,16.71,69.03,61.56,3.49,0.92,81.84,59,26,45.74,6005,3.6,2950644,0.89,11.57
India,2002,South,Heart Disease,1911.31,414.38,10.84,70.23,67.95,3.54,0.83,57.94,57,28,31.48,4016,3.79,187593291,0.97,13.77
India,2014,West,Heart Disease,4003.61,73.6,16.27,52.02,80.48,10.17,6.57,45.04,70,30,46.62,4997,3.8,31490018,1.1,17.08
India,2010,South,COVID-19,1481.05,1752.32,4.36,85.23,89.92,4.46,5.59,42.67,73,23,42.02,3169,2.08,159426917,1.03,30.08
India,2007,North,COVID-19,909.78,421.18,17.04,85.3,80.19,0.57,2.25,48.09,72,21,37.98,6745,2.81,146967126,0.87,31.05
India,2001,East,Heart Disease,2776.13,1350.31,7.74,47.58,76.2,8.86,5.93,93.55,64,32,30.45,6775,4.32,105700468,0.89,27.32
India,2025,North,Diabetes,3395.72,749.53,7.23,74.03,60.08,12.8,7.95,44.01,69,29,28.31,3930,2.16,66424844,1.08,14.02
India,2018,Central,Malaria,3440.71,818.37,9.99,56.89,58.64,5.0,2.11,74.12,71,21,34.04,3433,2.23,26501333,0.99,20.47
India,2017,South,Asthma,2408.54,1726.41,18.5,54.22,53.52,3.46,3.57,64.69,62,34,35.06,5216,4.96,84644950,0.99,26.88
India,2002,South,Cancer,1831.4,210.97,18.63,90.62,89.45,1.32,2.65,83.32,61,20,49.63,3258,2.28,123758169,0.87,29.84
India,2024,North,Flu,3156.37,506.64,1.95,47.43,68.79,9.11,5.79,61.37,58,32,40.18,4418,3.64,10460701,1.06,26.22
India,2009,North,Heart Disease,1033.93,1873.38,17.53,97.24,87.24,6.45,7.43,59.72,57,25,26.34,7839,5.2,19062843,0.92,26.33
India,2014,South,Flu,1792.39,205.13,14.49,51.17,74.64,8.92,2.0,39.23,55,33,44.0,1525,3.65,98892060,1.07,31.46
India,2016,Central,Asthma,86.76,138.68,18.27,62.48,46.69,4.29,6.39,48.14,62,31,38.88,4909,5.92,53564377,1.09,17.69
India,2014,South,Asthma,2489.71,1090.69,5.78,76.53,70.83,7.65,6.43,69.88,71,20,47.88,3224,2.28,65675708,0.92,32.2
India,2022,West,Malaria,1587.93,200.54,18.44,40.48,99.15,8.45,0.52,43.28,61,22,43.6,6996,2.6,163200127,0.93,22.05
India,2014,East,Asthma,2361.09,138.08,2.02,88.55,57.77,4.25,5.83,93.9,59,35,35.0,2757,5.0,178816312,1.07,16.74
India,2003,East,HIV/AIDS,4326.05,258.11,8.29,75.38,30.38,2.88,6.88,63.73,65,35,28.81,7729,5.95,92676344,1.03,33.51
India,2015,North,Flu,1730.54,167.38,3.42,93.83,61.07,1.47,4.43,42.23,73,22,31.35,5146,2.08,180282007,0.91,27.32
India,2016,East,Flu,975.69,1835.07,5.27,80.84,52.57,7.44,7.49,98.74,75,23,29.1,6995,4.58,12804310,1.0,19.05
India,2018,East,Heart Disease,3246.53,118.73,10.99,56.68,60.2,7.45,1.37,89.09,61,20,34.57,3025,4.58,87087205,0.98,20.82
India,2021,West,Cancer,2008.91,300.8,6.48,66.2,22.61,14.07,7.57,35.02,75,34,37.21,6938,3.04,134799556,0.92,12.79
India,2014,West,COVID-19,4522.74,835.88,5.14,82.97,40.61,11.67,2.89,68.86,63,20,41.71,4439,5.72,76613106,1.05,32.73
India,2015,North,Malaria,2147.07,1054.81,8.88,53.36,22.31,11.84,3.31,95.34,61,20,39.56,2697,2.21,74737548,0.88,27.52
India,2003,Central,Flu,2060.24,815.97,2.29,54.04,30.62,7.53,5.14,35.57,56,30,33.15,5212,5.73,193425716,0.93,14.98
India,2011,South,COVID-19,2978.08,502.24,4.95,46.83,99.59,1.71,3.69,33.36,56,23,40.91,5249,2.82,125088396,0.89,22.05
India,2016,East,HIV/AIDS,926.41,1442.71,19.28,57.33,51.01,9.48,7.24,68.77,74,22,46.72,5434,5.66,64747063,1.01,17.64
India,2020,North,HIV/AIDS,1604.23,1884.84,15.48,47.26,56.38,12.54,2.92,52.05,70,28,25.75,4788,3.46,58793023,1.02,11.77
India,2022,North,Cancer,2095.64,80.65,6.48,91.26,79.23,12.68,0.26,60.52,70,30,39.92,3133,5.45,115533682,1.04,11.28
India,2001,East,Cancer,3470.69,1446.05,2.29,54.72,68.16,2.69,4.01,70.38,72,34,39.97,4751,2.49,73924591,0.89,14.78
India,2019,South,Malaria,3669.13,257.38,2.98,87.56,32.82,8.11,0.27,60.43,59,23,33.35,2782,4.8,55970022,0.97,15.81
India,2015,East,Cancer,581.09,322.11,2.83,70.29,70.67,7.93,5.64,33.07,71,32,48.05,4401,5.19,134504592,0.96,16.29
India,2009,West,Diabetes,4367.61,1937.92,3.67,74.62,34.94,5.63,6.52,90.14,69,22,27.56,2501,3.79,39839321,1.1,22.57
India,2025,Central,COVID-19,1753.68,1451.2,8.05,68.27,62.82,13.23,5.02,55.13,57,28,45.73,1932,5.15,134891155,0.86,14.54
India,2007,East,Flu,3769.83,269.89,2.35,78.09,86.88,0.73,2.32,86.83,72,26,32.89,3701,4.54,60463013,1.01,27.78
India,2024,West,Flu,3280.88,381.6,15.22,66.2,26.73,14.32,0.5,56.42,69,23,39.57,6853,3.72,128891721,0.91,23.3
India,2002,Central,Asthma,3975.42,1228.53,19.57,42.66,86.83,2.79,6.82,80.35,59,21,25.65,2676,5.46,178043221,1.08,34.76
India,2013,Central,Heart Disease,4968.4,729.22,14.74,74.16,34.45,1.68,3.61,85.16,70,20,48.64,4734,4.66,129206416,0.91,28.31
India,2002,West,HIV/AIDS,2748.57,571.74,5.72,86.47,66.13,8.92,3.77,57.23,58,20,35.98,6091,4.43,65927971,0.9,15.68
India,2012,North,HIV/AIDS,4405.25,1627.02,0.36,78.18,90.85,4.78,1.49,68.13,69,31,33.83,7244,3.74,80786413,1.02,14.7
India,2017,West,Flu,3071.03,1889.33,4.64,60.56,62.2,0.92,7.3,99.26,57,33,47.03,3027,2.38,152139448,0.87,18.84
India,2025,Central,Flu,2954.72,59.34,5.56,90.01,71.28,10.2,3.41,39.09,55,35,27.31,2885,4.3,146525897,0.92,13.31
India,2021,South,Heart Disease,677.95,638.69,12.4,43.3,21.64,4.97,0.66,88.98,56,21,30.4,5264,4.17,142589018,0.94,21.06
India,2018,West,HIV/AIDS,2348.48,632.33,18.61,88.04,89.88,7.03,3.98,67.31,75,21,25.29,6164,5.22,107065995,1.08,26.58
India,2019,South,Malaria,426.16,1681.52,10.85,42.73,52.91,5.03,3.48,91.74,67,23,42.65,4469,4.9,179837829,0.92,28.86
India,2010,North,Malaria,4671.03,1025.5,19.97,64.86,50.74,11.76,3.67,85.38,57,22,33.59,2418,4.23,156021329,0.86,27.37
India,2003,South,HIV/AIDS,1122.68,1537.12,3.05,88.56,82.85,8.01,7.79,43.55,62,24,31.3,4596,4.82,165253574,1.04,19.03
India,2013,Central,COVID-19,4370.4,330.32,3.62,50.91,80.1,8.87,6.19,93.39,56,21,31.04,7517,3.44,99776284,0.92,25.1
India,2004,West,Asthma,1253.65,562.71,8.33,67.0,31.66,0.7,4.41,75.77,75,20,26.17,7030,4.8,86823081,0.9,13.24
India,2022,East,Tuberculosis,3502.34,1505.56,9.93,76.23,81.27,8.9,5.77,61.8,61,34,37.02,6808,5.53,99838519,1.03,17.62
India,2011,West,Diabetes,2906.24,77.49,10.54,70.41,35.32,8.38,3.29,68.14,62,31,34.89,2341,4.19,138981539,1.03,24.35
India,2011,Central,Heart Disease,1502.09,1533.18,4.12,75.89,74.83,5.93,2.49,35.52,67,35,25.59,6675,4.7,70715566,0.88,31.74
India,2020,South,COVID-19,4460.02,740.06,18.87,85.46,24.91,11.02,6.97,39.16,68,21,43.24,7017,3.36,20715361,1.04,15.91
India,2004,North,Asthma,2976.34,207.59,5.22,86.99,27.37,5.42,2.92,64.99,69,30,48.46,6305,2.96,116183734,1.02,31.21
India,2022,West,Asthma,967.21,1783.49,18.4,93.99,94.11,4.62,2.04,73.38,58,30,41.36,5060,2.94,136480614,0.88,28.68
